Id,Name,Year,Genre,DirectedBy,ProducedBy,Music,StoryBy,Company
movie-205,"Perfect Murder, A",1998,Crime,Andrew Davis,Lowell D. Blank,James Newton Howard,Frederick Knott,Warner Bros.
movie-206,"Perfect World, A",1993,Crime,Clint Eastwood,Clint Eastwood,Lennie Niehaus,John Lee Hancock,Warner Bros.
movie-207,"Personal Journey with Martin Scorsese Through American Movies, A",1995,Documentary,Martin Scorsese,Florence Dauman,Elmer Bernstein,Martin Scorsese,Miramax
movie-208,"Piano for Mrs. Cimino, A",1982,Drama,George Schaefer,Tony Converse,James Horner,John Gay,Columbia Broadcasting System (CBS)
movie-209,"Place in the Sun, A",1951,Drama,George Stevens,Ivan Moffat,Franz Waxman,Theodore Dreiser,Paramount Pictures
movie-210,"Place to Call Home, A",2013,Drama,Lynn-Maree Danzey,Chris Martin-Jones,Michael Yezerski,Bevan Lee,Seven Network
movie-211,"Raisin in the Sun, A",1961,Drama,Daniel Petrie,Ronald H. Gilbert,Laurence Rosenthal,Lorraine Hansberry,Columbia Pictures
movie-212,"River Runs Through It, A",1992,Drama,Robert Redford,Jake Eberts,Mark Isham,Norman Maclean,Columbia Pictures
movie-213,"Room for Romeo Brass, A",1999,Comedy,Shane Meadows,George Faber,Nick Hemming,Robyn Slovo,Alliance Atlantis Communications
movie-214,"Room with a View, A",1985,Drama,James Ivory,Paul Bradley,Richard Robbins,E.M. Forster,Curzon Film Distributors
movie-215,"Scanner Darkly, A",2006,Animation,Richard Linklater,George Clooney,Graham Reynolds,Philip K. Dick,Warner Independent Pictures (WIP)
movie-216,"Season for Miracles, A",1999,Drama,Michael Pressman,Timothy M. Bourne,Craig Safan,Marilyn Pappano,Alliance Atlantis Home Video
movie-217,"Sense of History, A",1992,Short,Mike Leigh,Simon Channing Williams,Carl Davis,Jim Broadbent,October Films
movie-218,"Serious Man, A",2009,Comedy,Ethan Coen,Tim Bevan,Carter Burwell,Joel Coen,Blue Sky Media
movie-219,"Shine of Rainbows, A",2009,Drama,Vic Sarin,John Bolton,Keith Power,Vic Sarin,Seville Pictures
movie-220,"Shot in the Dark, A",1964,Comedy,Blake Edwards,Blake Edwards,Henry Mancini,Blake Edwards,United Artists
movie-221,"Inqui?tudes",2003,Drama,Gilles Bourdos,?ve Machuel,Alexandre Desplat,Ruth Rendell,Mars Distribution
movie-222,"Simple Plan, A",1998,Crime,Sam Raimi,Mark Gordon,Danny Elfman,Scott B. Smith,Paramount Pictures
movie-223,"Single Man, A",2009,Drama,Tom Ford,Jason Alisharan,Abel Korzeniowski,Christopher Isherwood,Weinstein Company
movie-224,"Slight Case of Murder, A",1938,Comedy,Lloyd Bacon,Samuel Bischoff,Heinz Roemheld,Earl Baldwin,Warner Bros.
movie-225,"Soldier's Daughter Never Cries, A",1998,Drama,James Ivory,Jane Barclay,Richard Robbins,Kaylie Jones,October Films
movie-226,"Soldier's Story, A",1984,Crime,Norman Jewison,Norman Jewison,Herbie Hancock,Charles Fuller,Columbia Pictures
movie-227,"Song Is Born, A",1948,Comedy,Howard Hawks,Samuel Goldwyn,Hugo Friedhofer,Billy Wilder,RKO Radio Pictures
movie-228,"Star Is Born, A",1976,Drama,Frank Pierson,Jon Peters,Roger Kellaway,William A. Wellman,Warner Bros.
movie-229,"State of Mind, A",2004,Documentary,Daniel Gordon,John Battsek,Barnaby Taylor,Daniel Gordon,GoDigital Media Group
movie-230,"Stolen Life, A",1946,Drama,Curtis Bernhardt,Jack L. Warner,Max Steiner,Catherine Turney,Warner Bros.
movie-231,"Streetcar Named Desire, A",1951,Drama,Elia Kazan,Charles K. Feldman,Alex North,Tennessee Williams,Warner Bros.
movie-232,"Summer Place, A",1959,Drama,Delmer Daves,Delmer Daves,Max Steiner,Sloan Wilson,Warner Bros.
movie-233,"Tale of Two Cities, A",1935,Drama,Jack Conway,David O. Selznick,Herbert Stothart,Charles Dickens,Metro-Goldwyn-Mayer (MGM)
movie-234,"Taste of Honey, A",1961,Drama,Tony Richardson,Tony Richardson,John Addison,Shelagh Delaney,British Lion Film Corporation
movie-235,"Thousand Clowns, A",1965,Comedy,Fred Coe,Fred Coe,Don Walker,Herb Gardner,United Artists
movie-236,"Time to Kill, A",1996,Crime,Joel Schumacher,William M. Elvin,Elliot Goldenthal,John Grisham,Warner Bros.
movie-237,"Time to Love and a Time to Die, A",1958,Drama,Douglas Sirk,Robert Arthur,Mikl?s R?zsa,Orin Jannings,Universal Pictures
movie-238,"Touch of Cloth, A",2012,Action,Jim O'Hanlon,Mat Chaplin,Samuel Sim,Charlie Brooker,Cinemax
movie-239,"Touch of Frost, A",1992,Crime,Roger Bamford,Richard Bates,Ray Russell,R.D. Wingfield,Independent Television (ITV)
movie-240,"Town Like Alice, A",1956,Crime,Jack Lee,Joseph Janni,Matyas Seiber,Nevil Shute,J. Arthur Rank Film Distributors
movie-241,"Tree Grows in Brooklyn, A",1945,Drama,Elia Kazan,Louis D. Lighton,Alfred Newman,Tess Slesinger,Twentieth Century Fox Film Corporation
movie-242,"Very British Coup, A",1988,Drama,Mick Jackson,Sally Hibbin,John E. Keane,Chris Mullin,Channel 4 Television Corporation
movie-243,"Very Potter Musical, A",2009,Comedy,Matt Lang,<none>,Darren Criss,Brian Holden,YouTube
movie-244,"Very Potter Sequel, A",2010,Comedy,Matt Lang,Darren Criss,Darren Criss,Brian Holden,YouTube
movie-245,"Walk Among the Tombstones, A",2014,Crime,Scott Frank,Tobin Armbrust,Carlos Rafael Rivera,Scott Frank,A Company Czech
movie-246,"Walk in the Clouds, A",1995,Drama,Alfonso Arau,James D. Brubaker,Maurice Jarre,Robert Mark Kamen,Twentieth Century Fox Film Corporation
movie-247,"Walk in the Sun, A",1945,Drama,Lewis Milestone,Lewis Milestone,Freddie Rich,Harry Brown,Twentieth Century Fox Film Corporation
movie-248,"Walk on the Moon, A",1999,Drama,Tony Goldwyn,Graham Burke,Mason Daring,Pamela Gray,Miramax
movie-249,"Walk to Remember, A",2002,Drama,Adam Shankman,Denise Di Novi,Mervyn Warren,Nicholas Sparks,Warner Bros.
movie-250,"Wednesday, A",2008,Crime,Neeraj Pandey,Shital Bhatia,Sanjoy Chowdhury,Neeraj Pandey,UTV Motion Pictures
movie-251,"Wild Hare, A",1940,Animation,Tex Avery,Leon Schlesinger,Carl W. Stalling,Rich Hogan,Warner Bros.
movie-252,"Wish for Wings That Work, A",1991,Animation,Skip Jones,Berkeley Breathed,Thomas Chase,Berkeley Breathed,Columbia Broadcasting System (CBS)
movie-253,"Woman Under the Influence, A",1974,Drama,John Cassavetes,Sam Shaw,Bo Harwood,John Cassavetes,Faces International
movie-254,"Woman of Affairs, A",1928,Drama,Clarence Brown,<none>,Carl Davis,Michael Arlen,Metro-Goldwyn-Mayer (MGM)
movie-255,"Woman of Paris: A Drama of Fate, A",1923,Drama,Charles Chaplin,Charles Chaplin,Charles Chaplin,Charles Chaplin,United Artists
movie-256,"Woman's Face, A",1941,Thriller,George Cukor,Victor Saville,Bronislau Kaper,Francis de Croisset,Metro-Goldwyn-Mayer (MGM)
movie-257,"Zed & Two Noughts, A",1985,Comedy,Peter Greenaway,Kees Kasander,Michael Nyman,Peter Greenaway,Artificial Eye
movie-258,"fost sau n-a fost?, A",2006,Comedy,Corneliu Porumboiu,Daniel Burlac,Rotaria,Corneliu Porumboiu,Artroumain
movie-259,"londoni f?rfi, A",2007,Crime,B?la Tarr,Humbert Balsan,Mih?ly Vig,Georges Simenon,A-Film Distribution
movie-260,"nyomoz?, A",2008,Comedy,Attila Gigor,Tomas Eskilsson,L?szl? Melis,Attila Gigor,Les Acacias
movie-261,"pog?ny madonna, A",1981,Comedy,Istv?n Bujtor,Lajos Guly?s,Gy?rgy Aldob?lyi Nagy,Istv?n Bujtor,Dotkom Media
movie-262,"Titanic",1997,Drama,James Cameron,James Cameron,James Horner,James Cameron,Paramount Pictures
movie-263,"tizedes meg a t?bbiek, A",1965,Comedy,M?rton Keleti,Lajos ?v?ri,Istv?n S?rk?zy,Imre Dobozi,Hungarofilm
movie-264,"to Z, A",2014,Comedy,Michael Patrick Jann,Rashida Jones,Craig Wedren,Ben Queen,National Broadcasting Company (NBC)
movie-265,"torin?i l?, A",2011,Drama,B?la Tarr,Martin Hagemann,Mih?ly Vig,L?szl? Krasznahorkai,Must K?si
movie-266,"vizsga, A",2011,Drama,P?ter Bergendy,Istv?n Bodzs?r,Gergely Par?di,Norbert K?bli,Paycom Multimedia
movie-267,"zori zdes tikhie, A",1972,Drama,Stanislav Rostotskiy,<none>,Kirill Molchanov,Stanislav Rostotskiy,Progress Film-Verleih
movie-268,"A-i-deul...",2011,Crime,Kyu-maan Lee,Yong Ho Lee,Seung-hyun Choi,Hyeon-jin Lee,Comstock Group
movie-269,"A.D. The Bible Continues",2015,Drama,Ciaran Donnelly,Richard Bedser,Lorne Balfe,Simon Block,National Broadcasting Company (NBC)
movie-270,"A.R.O.G",2008,Comedy,Ali Taner Baltaci,Birol Akbaba,Jingle House,Cem Yilmaz,Maxximum Film und Kunst GmbH
movie-271,"Elf",2003,Comedy,Jon Favreau,Kent Alterman,John Debney,David Berenbaum,New Line Cinema
movie-272,"Aaahh!!! Real Monsters",1994,Animation,Jim Duffy,Barbara Wright,Drew Neumann,David Litt,Nickelodeon Network
movie-273,"Aakrosh",2010,Action,Priyadarshan,Inderjit Chadha,Pritam Chakraborty,Robin Bhatt,Panorama Studios
movie-274,"Aaltra",2004,Comedy,Beno?t Del?pine,Guillaume Malandrin,Les Wampas,Beno?t Del?pine,Ad Vitam Distribution
movie-275,"Aandhi",1975,Drama,Gulzar,Jagdish Kumar,Rahul Dev Burman,Kamleshwar,Bollywood Entertainment (BEI)
movie-276,"Aankhen",2002,Comedy,Vipul Amrutlal Shah,Gaurang Doshi,Jatin Pandit,Shobhana Desai,Video Sound
movie-277,"Aanrijding in Moscou",2008,Comedy,Christophe Van Rompaey,Mieke De Wulf,Tuur Florizoone,Jean-Claude Van Rijckeghem,Bac Films
movie-278,"Aasef ala el-iz'ag",2008,Comedy,Khaled Marei,Muhammad Abdulghani,Amr Ismail,Ayman Bahgat Kamar,United Brothers
movie-279,"Aashiqui 2",2013,Drama,Mohit Suri,Aleem Allie,Jeet Ganguly,Shagufta Rafique,IMGC Global Entertainment
movie-280,"Aayirathil Oruvan",2010,Adventure,K. Selvaraghavan,R. Ravindran,G.V. Prakash Kumar,K. Selvaraghavan,Dream Valley Corporation
movie-281,"Ab Tak Chhappan",2004,Crime,Shimit Amin,Ram Gopal Varma,Salim Merchant,Sandeep Srivastava,MG Distribution
movie-282,"Abbott and Costello Meet the Keystone Kops",1955,Comedy,Charles Lamont,Howard Christie,William Lava,John Grant,Universal Pictures
movie-283,"Abbott and Costello Meet the Killer, Boris Karloff",1949,Comedy,Charles Barton,Robert Arthur,Milton Schwarzwald,Hugh Wedlock Jr,Universal Pictures
movie-284,"Abe Lincoln in Illinois",1940,Biography,John Cromwell,Max Gordon,Roy Webb,Robert E. Sherwood,RKO Radio Pictures
movie-285,"Abel",2010,Comedy,Diego Luna,Pablo Cruz,Alejandro Casta?os,Augusto Mendoza,ARP S?lection
movie-286,"Aberdeen",2000,Drama,Hans Petter Moland,Tomas Backstr?m,Zbigniew Preisner,Hans Petter Moland,Svensk Filmindustri (SF)
movie-287,"Abhijaan",1962,Drama,Satyajit Ray,Bhola Nath Roy,Satyajit Ray,Tarashankar Banerjee,Chhayalok
movie-288,"Big Lebowski, The",1998,Comedy,Joel Coen,Tim Bevan,Carter Burwell,Ethan Coen,Gramercy Pictures (I)
movie-289,"About Schmidt",2002,Comedy,Alexander Payne,Bill Badalato,Rolfe Kent,Louis Begley,New Line Cinema
movie-290,"About a Boy",2002,Comedy,Chris Weitz,Nicky Kentish Barnes,Badly Drawn Boy,Nick Hornby,Universal Pictures
movie-291,"Above the Rim",1994,Crime,Jeff Pollack,James D. Brubaker,Marcus Miller,Jeff Pollack,New Line Cinema
movie-292,"Abre los ojos",1997,Drama,Alejandro Amen?bar,Ana Amigo,Alejandro Amen?bar,Alejandro Amen?bar,AFMD
movie-293,"Abril Despeda?ado",2001,Drama,Walter Salles,Simon Arnal,Ed C?rtes,Karim A?nouz,Annie Planet
movie-294,"Absence of Malice",1981,Drama,Sydney Pollack,Sydney Pollack,Dave Grusin,Kurt Luedtke,Columbia Pictures
movie-295,"Absolute Power",1997,Action,Clint Eastwood,Clint Eastwood,Lennie Niehaus,David Baldacci,Columbia Pictures
movie-296,"Absolutely Fabulous",1992,Comedy,Bob Spiers,Jon Plowman,Simon Brint,Jennifer Saunders,British Broadcasting Corporation (BBC)
movie-297,"Accepted",2006,Comedy,Steve Pink,Michael Bostick,David Schommer,Adam Cooper,United International Pictures (UIP)
movie-298,"Accident",1967,Drama,Joseph Losey,Joseph Losey,John Dankworth,Nicholas Mosley,London Independent Producers
movie-299,"Accused",2010,Drama,David Blair,Susan Dunn,Adrian Johnston,Jimmy McGovern,British Broadcasting Corporation (BBC)
movie-300,"Ace Ventura: Pet Detective",1994,Comedy,Tom Shadyac,Gary Barber,Ira Newborn,Jack Bernstein,Warner Bros.
movie-301,"Ace in the Hole",1951,Drama,Billy Wilder,William Schorr,Hugo Friedhofer,Billy Wilder,Paramount Pictures
movie-302,"Achtste Groepers Huilen Niet",2012,Drama,Dennis Bots,Michiel Bartels,Johan Hoogewijs,Karin Pellekaan van Holst,Dutch FilmWorks (DFW)
movie-303,"Across 110th Street",1972,Action,Barry Shear,Anthony Quinn,J.J. Johnson,Luther Davis,United Artists
movie-304,"Across the Pacific",1942,Action,John Huston,Jack Saper,Adolph Deutsch,Richard Macaulay,Warner Bros.
movie-305,"Across the Universe",2007,Drama,Julie Taymor,Richard Baratta,Elliot Goldenthal,Dick Clement,Sony Pictures Entertainment (SPE)
movie-306,"Act of Valor",2012,Action,Mike McCoy,Jason Beckman,Nathan Furst,Kurt Johnstad,A-Film Distribution
movie-307,"Act of Violence",1948,Thriller,Fred Zinnemann,William H. Wright,Bronislau Kaper,Robert L. Richards,Metro-Goldwyn-Mayer (MGM)
movie-308,"Action",1999,Comedy,John Fortenberry,Barry Katz,Paul Buckley,Chris Thompson,20th Century Fox Television
movie-309,"Action in the North Atlantic",1943,Drama,Lloyd Bacon,Jerry Wald,Adolph Deutsch,John Howard Lawson,Warner Bros.
movie-310,"Ada apa dengan cinta?",2002,Romance,Rudy Soedjarwo,Mira Lesmana,Melly Goeslaw,Jujur Prananto,Eden
movie-311,"Adam & Paul",2004,Comedy,Lenny Abrahamson,Ed Guiney,Stephen Rennicks,Mark O'Halloran,Abbey Films
movie-312,"Adam's Rib",1949,Comedy,George Cukor,Lawrence Weingarten,Mikl?s R?zsa,Ruth Gordon,Metro-Goldwyn-Mayer (MGM)
movie-313,"Adam-12",1968,Comedy,Dennis Donnelly,Herman S. Saunders,Frank Comstock,Robert A. Cinader,National Broadcasting Company (NBC)
movie-314,"Adaptation.",2002,Comedy,Spike Jonze,Jonathan Demme,Carter Burwell,Susan Orlean,Sony Pictures Entertainment (SPE)
movie-315,"Addams Family Values",1993,Comedy,Barry Sonnenfeld,David Nicksay,Marc Shaiman,Charles Addams,Paramount Pictures
movie-316,"Adieu l'ami",1968,Action,Jean Herman,Serge Silberman,Fran?ois de Roubaix,Jean Herman,Cinerama Filmgesellschaft MBH
movie-317,"Ad?la jeste nevecerela",1978,Comedy,Oldrich Lipsk?,Jarom?r Luk?s,Lubos Fiser,Jir? Brdecka,Ustredni Pujcovna Filmu
movie-318,"Michiel de Ruyter",2015,Action,Roel Rein?,David Claikens,Trevor Morris,Lars Boom,A-Film Benelux MSD
movie-319,"Adulthood",2008,Crime,Noel Clarke,James Biddle,Chad Hobson,Noel Clarke,Independent
movie-320,"Adventure Scouts",2010,Action,Jim Fitzpatrick,Jim Fitzpatrick,William Scott Davis,Jim Fitzpatrick,Moving Pictures Film and Television
movie-321,"Adventure Time with Finn & Jake",2010,Animation,Larry Leichliter,Pendleton Ward,Timothy Kiefer,Pendleton Ward,Cartoon Network
movie-322,"Adventureland",2009,Comedy,Greg Mottola,Declan Baldwin,Yo La Tengo,Greg Mottola,Miramax
movie-323,"Adventures in Babysitting",1987,Action,Chris Columbus,Debra Hill,Michael Kamen,David Simkins,Buena Vista Pictures
movie-324,"Adventures of Don Juan",1948,Action,Vincent Sherman,Jerry Wald,Max Steiner,Herbert Dalmas,Warner Bros.
movie-325,"Adventures of the Gummi Bears",1985,Fantasy,David Block,Barbra J. Ebel,Thomas Chase,Jymn Magon,National Broadcasting Company (NBC)
movie-326,"Advise & Consent",1962,Drama,Otto Preminger,Otto Preminger,Jerry Fielding,Allen Drury,Columbia Pictures
movie-327,"Ae Fond Kiss...",2004,Drama,Ken Loach,Ulrich Felsberg,George Fenton,Paul Laverty,A-Film Distribution
movie-328,"Affliction",1997,Drama,Paul Schrader,Eric Berg,Michael Brook,Russell Banks,Lions Gate Films
movie-329,"Africa",2013,Documentary,Katrina Bartlam,Michael Gunton,Sarah Class,David Attenborough,British Broadcasting Corporation (BBC)
movie-330,"African Cats",2011,Documentary,Alastair Fothergill,Don Hahn,Nicholas Hooper,Keith Scholey,Disneynature
movie-331,"Afro Samurai",2007,Animation,Fuminori Kizaki,Tommy Blacha,RZA,Derek Draper,Fuji Television Network
movie-332,"Afro Samurai: Resurrection",2009,Animation,Fuminori Kizaki,Eric S. Calderon,RZA,Eric S. Calderon,Tornado Film
movie-333,"Night Shift, The",2014,Action,Eriq La Salle,Dailyn Rodriguez,Fred Coury,Jeff Judah,National Broadcasting Company (NBC)
movie-334,"After Innocence",2005,Documentary,Jessica Sanders,Jessica Sanders,Charles Bernstein,Jessica Sanders,New Yorker Films
movie-335,"After Last Season",2009,Drama,Mark Region,Robert Hill,Michael Windham,Mark Region,Index Square
movie-336,"After the Thin Man",1936,Comedy,W.S. Van Dyke,Hunt Stromberg,Herbert Stothart,Frances Goodrich,Metro-Goldwyn-Mayer (MGM)
movie-337,"After.Life",2009,Drama,Agnieszka Wojtowicz-Vosloo,Mami Akari,Paul Haslinger,Agnieszka Wojtowicz-Vosloo,Blue Sky Media
movie-338,"Gegen die Wand",2004,Drama,Fatih Akin,Ali Akdeniz,Alexander Hacke,Fatih Akin,Timebandits Films
movie-339,"Contra el viento",1990,Drama,Paco Peri??n,Eduardo Campoy,Ram?n Farr?n,Paco Peri??n,Broadway
movie-340,"Agantuk",1991,Drama,Satyajit Ray,G?rard Depardieu,Satyajit Ray,Satyajit Ray,Acteurs Auteurs Associ?s (AAA)
movie-341,"Agatha Christie's Marple",2004,Crime,Charlie Palmer,Michele Buck,Dominik Scherrer,Agatha Christie,Acorn Media Group
movie-342,"Agatha Christie's Miss Marple: 4.50 from Paddington",1987,Crime,Martyn Friend,George Gallaccio,Ken Howard,Agatha Christie,British Broadcasting Corporation (BBC)
movie-343,"Agatha Christie's Miss Marple: A Murder Is Announced",1985,Crime,David Giles,George Gallaccio,Alan Blaikley,Alan Plater,British Broadcasting Corporation (BBC)
movie-344,"Agatha Christie's Miss Marple: A Pocket Full of Rye",1985,Crime,Guy Slater,George Gallaccio,Alan Blaikley,Agatha Christie,British Broadcasting Corporation (BBC)
movie-345,"Agatha Christie's Miss Marple: At Bertram's Hotel",1987,Crime,Mary McMurray,George Gallaccio,Ken Howard,Agatha Christie,British Broadcasting Corporation (BBC)
movie-346,"Agatha Christie's Miss Marple: Nemesis",1987,Crime,David Tucker,George Gallaccio,Ken Howard,Agatha Christie,British Broadcasting Corporation (BBC)
movie-347,"Agatha Christie's Miss Marple: Sleeping Murder",1987,Crime,John Davies,George Gallaccio,Ken Howard,Ken Taylor,British Broadcasting Corporation (BBC)
movie-348,"Agatha Christie's Miss Marple: The Body in the Library",1984,Crime,Silvio Narizzano,George Gallaccio,Alan Blaikley,T.R. Bowen,British Broadcasting Corporation (BBC)
movie-349,"Agatha Christie's Miss Marple: The Moving Finger",1985,Crime,Roy Boulting,Guy Slater,Alan Blaikley,Agatha Christie,British Broadcasting Corporation (BBC)
movie-350,"Agatha Christie's Miss Marple: The Murder at the Vicarage",1986,Crime,Julian Amyes,George Gallaccio,Ken Howard,T.R. Bowen,British Broadcasting Corporation (BBC)
movie-351,"Agatha Christie's Poirot",1989,Drama,Edward Bennett,Brian Eastman,Christopher Gunning,Agatha Christie,Independent Television (ITV)
movie-352,"Agent Carter",2015,Action,Stephen Cragg,Kevin Feige,Christopher Lennertz,Jack Kirby,American Broadcasting Company (ABC)
movie-353,"Agents of S.H.I.E.L.D.",2013,Action,Vincent Misiano,Jeffrey Bell,Bear McCreary,Jack Kirby,American Broadcasting Company (ABC)
movie-354,"Agents of Secret Stuff",2010,Short,Wesley Chan,Wesley Chan,George Shaw,Wesley Chan,YouTube
movie-355,"Agir Roman",1997,Crime,Mustafa Altioklar,Michel Poirier,Balik Ayhan,Mustafa Altioklar,?zen Film
movie-356,"Agneepath",2012,Action,Karan Malhotra,Sumeet Chawla,Ajay Gogavale,Ila Bedi Dutta,Dharma Productions
movie-357,"Agora",2009,Adventure,Alejandro Amen?bar,?lvaro August?n,Dario Marianelli,Alejandro Amen?bar,Benelux Film Distributors
movie-358,"Aguirre, der Zorn Gottes",1972,Adventure,Werner Herzog,Daniel Camino,Popol Vuh,Werner Herzog,Filmverlag der Autoren
movie-359,"Ah fei zing zyun",1990,Crime,Kar Wai Wong,Wing-Kwong Chan,Terry Chan,Jeffrey Lau,Rim
movie-360,"Ah, L'Amour",1995,Animation,Don Hertzfeldt,Don Hertzfeldt,Don Hertzfeldt,Don Hertzfeldt,Spike & Mike's Festival of Animation
movie-361,"Ai Weiwei: Never Sorry",2012,Documentary,Alison Klayman,Andy Cohen,Ilan Isakov,Alison Klayman,Artificial Eye
movie-362,"Ai no mukidashi",2008,Action,Shion Sono,Shin'ya Kawai,Tomohide Harada,Shion Sono,Olive Films
movie-363,"Ai-en-ji",2003,Romance,Eon-hie Lee,Phil Hwang,Jun-seok Bang,Jin Kim,Tube Entertainment
movie-364,"horse, La",1970,Crime,Pierre Granier-Deferre,G?rard Beytout,Serge Gainsbourg,Michel Lambesc,Soci?t? Nouvelle de Cin?matographie (SNC)
movie-365,"Aileen Wuornos: The Selling of a Serial Killer",1992,Documentary,Nick Broomfield,Nick Broomfield,David Bergeaud,Nick Broomfield,DEJ Productions
movie-366,"Aim?e & Jaguar",1999,Romance,Max F?rberb?ck,Hanno Huth,Jan A.P. Kaczmarek,Max F?rberb?ck,Senator Film
movie-367,"Air Force",1943,Action,Howard Hawks,Hal B. Wallis,Franz Waxman,Dudley Nichols,Warner Bros.
movie-368,"Airbag",1997,Action,Juanma Bajo Ulloa,I?aki Burutxaga,Bingen Mendiz?bal,Karra Elejalde,20th Century Fox de Argentina
movie-369,"Airplane!",1980,Comedy,Jim Abrahams,Jim Abrahams,Elmer Bernstein,Jim Abrahams,Paramount Pictures
movie-370,"Airport",1970,Drama,George Seaton,Ross Hunter,Alfred Newman,Arthur Hailey,Universal Pictures
